row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
477,vH6,H6,match,,"1,5",97,98,,"1,5",97,98,,option code span,"H6‧請問這些「透過網路」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H4答0者,或H5答(01)者,不需回答此題】 □ (01)幾乎全部都很熟 □ (02)大部分很熟 □ (03)大概一半熟,一半不熟 □ (04)大部分不熟 □ (05)幾乎全部都不熟□ (97)不知道 □ (98)拒答"
478,vH7,H7,match,,"0,990",991,997,998,"0,990",991,997,998,explicit numeric range,"H7‧您平常一天會固定面對面接觸且認識的人有【貼題H1】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H4】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H1未答0、(997)、(998),且H4未答0、(997)、(998),需答此題】 訪員注意:本題請填寫整數,若超過990人,請鍵入「991」;如受訪者沒有會面對面同時也會透過網路接觸且認識的人,請填入「0」。 ________人□ (991)超過990人 □ (997)不知道 □ (998)拒答"
479,vH7_1,H7_1,match,,"0,990",991,997,998,"0,990",991,997,998,explicit numeric range,"H7_1‧您平常一天會固定面對面接觸且認識的人有【貼題H1】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H1未答0、(997)、(998),且H5未答(01)、(97)、(98)者,需答此題】 訪員注意:本題請填寫整數,若超過990人,請鍵入「991」;如受訪者沒有會面對面同時也會透過網路接觸且認識的人,請填入「0」。 ________人□ (991)超過990人 □ (997)不知道 □ (998)拒答"
480,vH7_2,H7_2,match,,"0,990",991,997,998,"0,990",991,997,998,explicit numeric range,"H7_2‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H4】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H4未答0、(997)、(998),需答此題】 訪員注意:本題請填寫整數,若超過990人,請鍵入「991」;如受訪者沒有會面對面同時也會透過網路接觸且認識的人,請填入「0」。 ________人□ (991)超過990人 □ (997)不知道 □ (998)拒答"
481,vH7_3,H7_3,match,,"0,990",991,997,998,"0,990",991,997,998,explicit numeric range,"H7_3‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H5未答(01)、(97)、(98)者,需答此題】 訪員注意:本題請填寫整數,若超過990人,請鍵入「991」;如受訪者沒有會面對面同時也會透過網路接觸且認識的人,請填入「0」。 ________人□ (991)超過990人 □ (997)不知道 □ (998)拒答"
482,vCKH7,CKH7,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,"CKH7‧檢查題(顯示題) 【H7填答人數超過H1或H4填答人數,顯示並設定顯示時間】 【請注意】 受訪者會面對面同時也會透過網路接觸且認識的有【貼H7答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H1】人,也不應超過透過網路接觸且認識的【貼題H4】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
483,vCKH7_1,CKH7_1,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,"CKH7_1‧檢查題(顯示題) 【H7_1填答人數超過H1或H5填答人數,顯示並設定顯示時間】 【請注意】 受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_1答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H1】人,也不應超過透過網路接觸且認識的【貼題H5】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
484,vCKH7_2,CKH7_2,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,"CKH7_2‧檢查題(顯示題) 【H7_2填答人數超過H2或H4填答人數,顯示並設定顯示時間】 【請注意】 受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_2答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H2】人,也不應超過透過網路接觸且認識的【貼題H4】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
485,vCKH7_3,CKH7_3,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,"CKH7_3‧檢查題(顯示題) 【H7_3填答人數超過H2或H5填答人數,顯示並設定顯示時間】 【請注意】 受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_3答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H2】人,也不應超過透過網路接觸且認識的【貼題H5】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
486,vH8,H8,match,,"0,500",991,997,998,"0,500",991,997,998,explicit numeric range,"H8‧請問您會經常一起討論「個人」的重要問題或分享心事(台語:講心內話)的人,有幾位?【數值題,範圍為0-500、991、997、998】 訪員注意: 1.若為區間請取「中間值」後四捨五入,例如:10~15人,填「13」人。 2.本題請填寫整數,若超過500人請鍵入「991」。 3.如受訪者沒有會一起討論「個人」的重要問題或分享心事的人,請填入「0」。 ________人□ (991)超過500人 □ (997)不知道 □ (998)拒答 M、傳播行為(電玩篇)"
487,vM1g1,M1,match,,"0,140",997,998,,"0,140",997,998,,hour-minute hour part,"M1‧請問您每星期大概會玩幾個小時的電玩遊戲(也包含手機上的小遊戲)?【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】 *「電玩遊戲」是指要用電腦、手機、平板或遊戲機才可以玩的遊戲,不論需不需要連上網路都算。 * 電玩遊戲包含手機、電腦、臉書(Facebook)、大型多人線上角色扮演遊戲及電動、掌上型遊戲機(例如:Switch)、VR虛擬實境(需配戴頭戴顯示器)、AR擴增實境(例如:寶可夢Pokemon Go!) 訪員注意: 本題為數值題,例如100小時30分,請填入「100小時30分」。 只算真正有在玩遊戲的時間;如受訪者沒有玩電玩遊戲,請各填入「0小時0分」"
488,vM1g2,M1,match,,"0,59",97,98,,"0,59",97,98,,hour-minute minute part,"M1‧請問您每星期大概會玩幾個小時的電玩遊戲(也包含手機上的小遊戲)?【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】 *「電玩遊戲」是指要用電腦、手機、平板或遊戲機才可以玩的遊戲,不論需不需要連上網路都算。 * 電玩遊戲包含手機、電腦、臉書(Facebook)、大型多人線上角色扮演遊戲及電動、掌上型遊戲機(例如:Switch)、VR虛擬實境(需配戴頭戴顯示器)、AR擴增實境(例如:寶可夢Pokemon Go!) 訪員注意: 本題為數值題,例如100小時30分,請填入「100小時30分」。 只算真正有在玩遊戲的時間;如受訪者沒有玩電玩遊戲,請各填入「0小時0分」"
489,vM2m01,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
490,vM2m02,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
491,vM2m03,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
492,vM2m04,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
493,vM2m05,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
494,vM2m06,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
495,vM2m07,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
496,vM2m08,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
497,vM2m09,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
498,vM2m10,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
