row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
504,vM2m16,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
505,vM2m88,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
506,vM3m01,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
507,vM3m02,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
508,vM3m03,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
509,vM3m04,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
510,vM3m05,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
511,vM3m06,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
512,vM3m07,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
513,vM3m08,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
514,vM3m09,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
515,vM3m10,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
516,vM3m11,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
517,vM3m12,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
518,vM3m13,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
519,vM3m88,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
520,vM4sM4,,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,
521,vM4sM5,,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,
522,vM4sM6,,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,
523,vN1sN1,N1,apply,,,,,,"1,4",97,98,,option code span including table,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】 很不 | 像您 有點 | 不像您 有點 | 像您 很像您 (97) | 不知道 (98) | 拒答 N1 重視新點子和創造力,用自己的方式做事 1□ 2□ 3□ 4□ 97□ 98□ N2 重視財富,想要擁有許多錢和昂貴的東西 1□ 2□ 3□ 4□ 97□ 98□ N3 重視居住安全,避免任何可能的危險 1□ 2□ 3□ 4□ 97□ 98□ N4 重視追求快樂,寵愛自己 1□ 2□ 3□ 4□ 97□ 98□ N5 會幫助周圍的人,且在意他們過得好不好 1□ 2□ 3□ 4□"
524,vN1sN2,N2,apply,,,,,,"1,4",97,98,,option code span including table,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】 很不 | 像您 有點 | 不像您 有點 | 像您 很像您 (97) | 不知道 (98) | 拒答 N1 重視新點子和創造力,用自己的方式做事 1□ 2□ 3□ 4□ 97□ 98□ N2 重視財富,想要擁有許多錢和昂貴的東西 1□ 2□ 3□ 4□ 97□ 98□ N3 重視居住安全,避免任何可能的危險 1□ 2□ 3□ 4□ 97□ 98□ N4 重視追求快樂,寵愛自己 1□ 2□ 3□ 4□ 97□ 98□ N5 會幫助周圍的人,且在意他們過得好不好 1□ 2□ 3□ 4□"
525,vN1sN3,N3,apply,,,,,,"1,4",97,98,,option code span including table,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】 很不 | 像您 有點 | 不像您 有點 | 像您 很像您 (97) | 不知道 (98) | 拒答 N1 重視新點子和創造力,用自己的方式做事 1□ 2□ 3□ 4□ 97□ 98□ N2 重視財富,想要擁有許多錢和昂貴的東西 1□ 2□ 3□ 4□ 97□ 98□ N3 重視居住安全,避免任何可能的危險 1□ 2□ 3□ 4□ 97□ 98□ N4 重視追求快樂,寵愛自己 1□ 2□ 3□ 4□ 97□ 98□ N5 會幫助周圍的人,且在意他們過得好不好 1□ 2□ 3□ 4□"
526,vN1sN4,N4,apply,,,,,,"1,4",97,98,,option code span including table,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】 很不 | 像您 有點 | 不像您 有點 | 像您 很像您 (97) | 不知道 (98) | 拒答 N1 重視新點子和創造力,用自己的方式做事 1□ 2□ 3□ 4□ 97□ 98□ N2 重視財富,想要擁有許多錢和昂貴的東西 1□ 2□ 3□ 4□ 97□ 98□ N3 重視居住安全,避免任何可能的危險 1□ 2□ 3□ 4□ 97□ 98□ N4 重視追求快樂,寵愛自己 1□ 2□ 3□ 4□ 97□ 98□ N5 會幫助周圍的人,且在意他們過得好不好 1□ 2□ 3□ 4□"
527,vN1sN5,N5,apply,,,,,,"1,4",97,98,,option code span including table,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】 很不 | 像您 有點 | 不像您 有點 | 像您 很像您 (97) | 不知道 (98) | 拒答 N1 重視新點子和創造力,用自己的方式做事 1□ 2□ 3□ 4□ 97□ 98□ N2 重視財富,想要擁有許多錢和昂貴的東西 1□ 2□ 3□ 4□ 97□ 98□ N3 重視居住安全,避免任何可能的危險 1□ 2□ 3□ 4□ 97□ 98□ N4 重視追求快樂,寵愛自己 1□ 2□ 3□ 4□ 97□ 98□ N5 會幫助周圍的人,且在意他們過得好不好 1□ 2□ 3□ 4□"
528,vN6sN6,N6,apply,,,,,,"1,4",97,98,,option code span including table,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】 很不 | 像您 有點 | 不像您 有點 | 像您 很像您 (97) | 不知道 (98) | 拒答 N1 重視新點子和創造力,用自己的方式做事 1□ 2□ 3□ 4□ 97□ 98□ N2 重視財富,想要擁有許多錢和昂貴的東西 1□ 2□ 3□ 4□ 97□ 98□ N3 重視居住安全,避免任何可能的危險 1□ 2□ 3□ 4□ 97□ 98□ N4 重視追求快樂,寵愛自己 1□ 2□ 3□ 4□ 97□ 98□ N5 會幫助周圍的人,且在意他們過得好不好 1□ 2□ 3□ 4□"
